Enrollment,Program,CGPA,12th Percentage,Board,Medium of Education,Native,Mode of Transportation,Family Annual Income(in lakhs),laptop,Members Earning in Family,Gender,Disability Status,Family Structure,Number of Students in Family,Intrested in higher studies in India,Interested in Higher Studies Abroad,Education Loan Taken,Father's Occupation,Extracurricular Participation,Achievements/Recognition in Extracurricular Activities,Community Service Participation,Positions of Responsibility Held,Internet Access,Distance from Home to University,Parents' Education Level,Chronic Illness or Disability
2697,BBA,7.13,82.12,ICSE,English,Vadodara,University Bus,Above 20,Yes,4,Other,No,Both parents,3,Yes,No,Yes,Farmer,No,Yes,Yes,Yes,No,1.2,High School,Yes
2698,CSE,7.65,73.56,ICSE,Marathi,Bharuch,Public Transport,10-15,Yes,4,Other,No,Both parents,2,Yes,Yes,No,Other,Yes,Yes,No,Yes,No,3.4,High School,No
2699,CSE,6.92,56.87,CBSE,Hindi,Vadodara,University Bus,10-15,No,2,Other,No,Single-parent,2,No,Yes,Yes,Business,No,Yes,Yes,Yes,Yes,42.0,Postgraduate,No
2700,BBA,5.21,68.77,CBSE,Hindi,Vadodara,Personal car,15-20,No,4,Other,No,Orphaned,5,Yes,Yes,No,Farmer,No,Yes,Yes,Yes,No,16.7,High School,No
2701,CSE,8.74,81.13,CBSE,English,Surat,Public Transport,Below 5,Yes,3,Other,No,Orphaned,4,No,Yes,No,Farmer,Yes,No,No,Yes,No,41.7,Undergraduate,Yes
2702,CSE,9.82,74.53,State Board,Marathi,Rajkot,Personal bike,10-15,Yes,4,Other,Yes,Single-parent,4,No,No,No,Farmer,No,No,No,Yes,Yes,26.3,Undergraduate,Yes
2703,FEHS,9.26,51.71,CBSE,English,Rajkot,Public Transport,10-15,Yes,1,Male,No,Both parents,3,No,No,No,Farmer,No,No,No,No,No,17.8,Postgraduate,Yes
2704,Chemical,8.87,98.77,ICSE,Gujarati,Bharuch,University Bus,5-10,Yes,1,Female,Yes,Single-parent,4,No,Yes,No,Other,No,No,Yes,No,No,21.6,Undergraduate,Yes
2705,Chemical,6.78,59.09,State Board,Hindi,Vadodara,Public Transport,15-20,No,5,Female,No,Both parents,4,Yes,Yes,Yes,Farmer,No,Yes,No,Yes,No,44.3,High School,Yes
2706,FEHS,6.62,61.31,State Board,Marathi,Bharuch,Personal car,Above 20,Yes,4,Other,Yes,Both parents,3,Yes,Yes,Yes,Govt. Employee,Yes,Yes,No,Yes,No,44.3,Undergraduate,No
2707,BBA,8.65,51.7,State Board,English,Vadodara,Public Transport,Above 20,Yes,1,Other,Yes,Both parents,4,Yes,Yes,Yes,Other,No,Yes,Yes,No,No,21.1,Postgraduate,No
2708,BBA,5.13,86.15,CBSE,English,Surat,University Bus,Above 20,No,5,Female,No,Single-parent,5,No,No,Yes,Business,No,No,No,Yes,No,45.8,Undergraduate,No
2709,Chemical,5.24,96.68,State Board,Marathi,Surat,Personal car,Below 5,No,4,Other,No,Single-parent,1,Yes,No,Yes,Farmer,Yes,Yes,Yes,No,Yes,12.3,Undergraduate,Yes
2710,Chemical,8.45,78.03,CBSE,Marathi,Bharuch,Personal bike,Below 5,Yes,3,Male,Yes,Single-parent,4,No,No,Yes,Farmer,No,Yes,No,No,No,22.3,High School,Yes
2711,FEHS,6.82,93.5,CBSE,Marathi,Rajkot,Public Transport,5-10,No,2,Other,Yes,Single-parent,3,No,Yes,Yes,Other,Yes,No,Yes,No,No,44.1,High School,No
2712,Chemical,7.22,59.29,CBSE,Gujarati,Surat,Public Transport,5-10,No,4,Other,No,Orphaned,3,No,No,No,Business,Yes,Yes,Yes,No,Yes,40.4,Postgraduate,Yes
2713,Chemical,5.05,90.03,ICSE,Hindi,Bharuch,University Bus,Below 5,No,3,Female,Yes,Single-parent,4,Yes,No,No,Other,No,No,Yes,No,No,8.6,Undergraduate,Yes
2714,CSE,6.92,94.2,ICSE,English,Bharuch,University Bus,Above 20,No,2,Other,No,Both parents,1,Yes,Yes,No,Business,Yes,No,Yes,No,No,29.3,High School,Yes
2715,BBA,8.49,94.58,State Board,Hindi,Vadodara,Personal car,5-10,Yes,4,Male,No,Single-parent,2,Yes,No,No,Business,No,Yes,No,No,Yes,9.7,Postgraduate,Yes
2716,CSE,8.66,68.83,ICSE,Marathi,Vadodara,University Bus,15-20,Yes,2,Male,Yes,Orphaned,4,No,No,Yes,Business,No,Yes,Yes,Yes,No,37.0,High School,Yes
2717,BBA,7.43,50.02,State Board,Gujarati,Surat,Personal bike,5-10,No,5,Male,No,Single-parent,3,Yes,No,No,Labour,Yes,No,No,Yes,Yes,45.8,Postgraduate,Yes
2718,FEHS,6.66,66.03,ICSE,Marathi,Ahmedabad,University Bus,Below 5,Yes,3,Other,No,Orphaned,1,Yes,No,Yes,Other,Yes,No,Yes,No,Yes,12.2,High School,Yes
2719,CSE,5.7,63.18,ICSE,English,Rajkot,Public Transport,10-15,Yes,3,Female,No,Both parents,1,No,Yes,Yes,Other,Yes,Yes,No,No,No,2.5,High School,Yes
2720,FEHS,8.4,96.44,State Board,Marathi,Rajkot,Public Transport,Above 20,No,3,Male,Yes,Both parents,1,Yes,Yes,Yes,Business,No,Yes,No,No,No,45.7,High School,No
2721,CSE,6.56,51.95,ICSE,Hindi,Bharuch,Public Transport,Below 5,Yes,3,Other,No,Both parents,5,Yes,Yes,No,Govt. Employee,No,No,No,Yes,No,13.1,Undergraduate,Yes
2722,Chemical,7.16,70.26,ICSE,Gujarati,Rajkot,Personal bike,15-20,No,5,Female,Yes,Orphaned,1,Yes,Yes,No,Other,Yes,Yes,Yes,No,Yes,44.9,High School,Yes
2723,CSE,7.75,55.17,State Board,Marathi,Rajkot,University Bus,Above 20,No,1,Male,No,Single-parent,1,Yes,Yes,No,Labour,No,Yes,No,Yes,Yes,23.7,Undergraduate,No
2724,CSE,6.28,55.38,State Board,Hindi,Rajkot,Public Transport,Below 5,Yes,2,Other,No,Single-parent,5,No,No,Yes,Other,Yes,Yes,Yes,Yes,Yes,18.8,Undergraduate,Yes
2725,Chemical,8.75,61.68,ICSE,Hindi,Rajkot,Personal car,15-20,Yes,1,Male,Yes,Single-parent,4,No,Yes,Yes,Farmer,No,Yes,Yes,No,Yes,47.9,Undergraduate,No
2726,CSE,5.56,52.5,State Board,Marathi,Surat,Personal car,Above 20,No,4,Male,Yes,Both parents,5,Yes,No,Yes,Farmer,Yes,Yes,No,Yes,Yes,1.4,Undergraduate,Yes
2727,FEHS,9.12,76.54,State Board,Gujarati,Surat,Public Transport,5-10,No,3,Other,No,Both parents,5,No,Yes,No,Govt. Employee,Yes,No,No,No,No,36.0,Postgraduate,Yes
2728,Chemical,6.91,51.44,State Board,Marathi,Rajkot,Personal bike,10-15,No,2,Other,No,Single-parent,3,No,Yes,No,Business,Yes,Yes,No,Yes,Yes,36.1,Postgraduate,No
2729,BBA,7.01,66.7,State Board,Gujarati,Vadodara,University Bus,Below 5,Yes,4,Female,No,Single-parent,1,Yes,No,No,Farmer,No,Yes,No,No,Yes,21.5,High School,Yes
2730,BBA,8.45,71.58,State Board,English,Rajkot,Personal bike,10-15,Yes,5,Other,No,Orphaned,1,No,No,Yes,Other,No,Yes,Yes,No,No,26.9,Postgraduate,No
2731,Chemical,8.57,93.94,CBSE,Gujarati,Rajkot,Public Transport,Above 20,Yes,1,Male,Yes,Both parents,5,No,Yes,No,Farmer,No,Yes,Yes,No,No,14.7,Undergraduate,No
2732,BBA,8.56,54.12,State Board,Gujarati,Bharuch,Personal bike,10-15,No,3,Female,No,Both parents,3,Yes,Yes,Yes,Farmer,No,Yes,Yes,No,Yes,24.2,Postgraduate,No
2733,CSE,8.36,86.08,ICSE,English,Surat,Personal car,Below 5,Yes,3,Other,No,Single-parent,4,No,No,Yes,Business,Yes,Yes,Yes,No,No,6.7,High School,Yes
2734,CSE,5.39,63.81,CBSE,English,Vadodara,Personal car,Below 5,No,1,Male,Yes,Orphaned,2,No,No,No,Labour,Yes,No,Yes,Yes,No,31.0,Undergraduate,Yes
2735,Chemical,8.38,58.0,State Board,English,Surat,Public Transport,Above 20,No,1,Female,No,Single-parent,3,No,Yes,No,Farmer,No,No,Yes,Yes,Yes,9.0,Postgraduate,No
2736,BBA,8.56,81.32,ICSE,Marathi,Rajkot,Personal bike,Above 20,Yes,2,Female,No,Single-parent,1,No,No,Yes,Farmer,Yes,No,No,Yes,Yes,35.5,Undergraduate,Yes
2737,FEHS,7.39,67.49,CBSE,English,Ahmedabad,University Bus,5-10,No,5,Male,No,Single-parent,4,Yes,No,Yes,Other,Yes,No,No,Yes,Yes,41.6,High School,Yes
2738,Chemical,9.28,54.6,CBSE,English,Surat,University Bus,15-20,Yes,2,Male,No,Both parents,1,Yes,Yes,Yes,Farmer,No,No,No,Yes,No,2.5,Postgraduate,Yes
2739,BBA,5.51,64.44,State Board,Hindi,Ahmedabad,Personal bike,10-15,No,3,Female,No,Orphaned,3,Yes,Yes,Yes,Farmer,Yes,No,Yes,Yes,No,3.0,High School,Yes
2740,Chemical,7.82,80.39,CBSE,Hindi,Vadodara,Public Transport,Below 5,Yes,4,Male,No,Orphaned,2,No,No,No,Business,Yes,No,Yes,No,Yes,33.6,High School,Yes
2741,CSE,5.97,62.69,CBSE,Marathi,Surat,Personal bike,5-10,No,2,Other,Yes,Single-parent,5,Yes,No,No,Other,No,No,No,Yes,No,3.0,Postgraduate,No
2742,BBA,7.24,77.51,CBSE,Marathi,Rajkot,Public Transport,Above 20,No,3,Female,Yes,Both parents,1,No,No,No,Farmer,Yes,No,Yes,Yes,Yes,48.4,High School,Yes
2743,FEHS,8.19,80.67,ICSE,Marathi,Surat,University Bus,Below 5,Yes,5,Male,No,Orphaned,5,No,Yes,Yes,Business,No,No,Yes,Yes,Yes,32.1,High School,Yes
2744,CSE,7.87,79.76,CBSE,Hindi,Ahmedabad,Personal car,15-20,Yes,4,Female,No,Single-parent,5,Yes,Yes,Yes,Labour,Yes,Yes,Yes,No,No,23.1,Undergraduate,No
2745,FEHS,5.03,79.7,ICSE,English,Bharuch,University Bus,15-20,Yes,1,Other,Yes,Both parents,3,Yes,No,No,Labour,Yes,No,No,Yes,Yes,27.0,Postgraduate,Yes
2746,Chemical,5.57,66.95,State Board,Hindi,Rajkot,Public Transport,Above 20,Yes,2,Male,No,Both parents,4,Yes,No,No,Other,No,Yes,No,Yes,Yes,9.6,High School,No
2747,FEHS,6.37,55.2,CBSE,Marathi,Rajkot,Public Transport,5-10,Yes,1,Male,Yes,Single-parent,1,Yes,Yes,No,Business,No,Yes,Yes,No,Yes,26.9,High School,No
2748,BBA,7.12,88.91,ICSE,Gujarati,Surat,Public Transport,15-20,No,2,Male,No,Both parents,5,No,Yes,Yes,Govt. Employee,No,Yes,No,No,Yes,18.2,Postgraduate,No
2749,FEHS,6.13,52.62,CBSE,Gujarati,Surat,Personal car,Below 5,No,5,Male,No,Orphaned,5,No,Yes,No,Govt. Employee,No,No,No,No,Yes,36.0,High School,No
2750,CSE,9.52,55.84,ICSE,Marathi,Bharuch,Public Transport,15-20,No,3,Female,Yes,Single-parent,4,No,No,No,Business,No,Yes,Yes,No,No,48.0,Postgraduate,Yes
2751,FEHS,8.98,88.56,CBSE,English,Bharuch,Personal bike,5-10,No,5,Other,Yes,Single-parent,1,Yes,No,No,Business,Yes,Yes,Yes,Yes,Yes,39.9,Undergraduate,Yes
2752,Chemical,9.74,80.85,CBSE,English,Surat,University Bus,Above 20,No,3,Female,Yes,Single-parent,3,Yes,Yes,No,Other,Yes,No,Yes,No,Yes,22.5,Postgraduate,No
2753,CSE,7.2,55.96,CBSE,Marathi,Ahmedabad,University Bus,Above 20,No,5,Other,No,Single-parent,5,Yes,No,No,Govt. Employee,Yes,No,No,No,No,37.7,Postgraduate,Yes
2754,FEHS,7.4,74.13,State Board,Gujarati,Ahmedabad,Personal bike,Above 20,No,3,Other,Yes,Single-parent,5,No,No,No,Business,Yes,Yes,No,Yes,No,22.1,Postgraduate,No
2755,Chemical,9.16,61.45,ICSE,Marathi,Surat,Personal bike,Above 20,Yes,2,Male,Yes,Both parents,4,Yes,Yes,No,Business,No,No,No,No,Yes,25.0,Postgraduate,Yes
2756,Chemical,7.87,60.9,ICSE,Hindi,Vadodara,Personal car,Above 20,No,5,Male,Yes,Both parents,1,No,Yes,Yes,Labour,No,Yes,Yes,Yes,No,39.6,Postgraduate,Yes
2757,BBA,8.96,78.35,State Board,Marathi,Vadodara,Personal car,15-20,Yes,5,Female,Yes,Single-parent,4,No,Yes,No,Govt. Employee,No,No,No,No,Yes,43.9,Undergraduate,No
2758,FEHS,6.47,71.55,State Board,Gujarati,Surat,Public Transport,10-15,No,2,Male,No,Single-parent,3,Yes,No,No,Farmer,No,Yes,No,No,Yes,19.5,Undergraduate,No
2759,BBA,8.71,53.8,CBSE,Marathi,Ahmedabad,Personal car,10-15,Yes,2,Other,No,Orphaned,2,No,Yes,Yes,Labour,Yes,No,No,Yes,Yes,8.1,Postgraduate,No
2760,FEHS,9.88,51.46,CBSE,Gujarati,Surat,University Bus,Above 20,No,2,Male,Yes,Orphaned,2,No,Yes,No,Other,Yes,No,No,No,Yes,34.3,Postgraduate,No
2761,BBA,7.92,71.48,State Board,Hindi,Rajkot,Personal car,Above 20,No,5,Other,No,Orphaned,2,Yes,No,No,Business,No,Yes,Yes,No,No,38.4,Postgraduate,Yes
2762,BBA,7.31,52.89,State Board,Marathi,Vadodara,University Bus,5-10,Yes,2,Female,No,Both parents,4,Yes,Yes,No,Farmer,No,Yes,Yes,Yes,Yes,39.0,Postgraduate,Yes
2763,CSE,5.08,73.57,State Board,English,Ahmedabad,University Bus,15-20,Yes,4,Female,Yes,Orphaned,2,Yes,Yes,Yes,Business,No,Yes,No,No,Yes,16.9,Postgraduate,No
2764,BBA,5.26,90.12,ICSE,Hindi,Vadodara,University Bus,10-15,Yes,1,Female,Yes,Both parents,1,No,No,Yes,Labour,Yes,Yes,Yes,No,No,4.8,Postgraduate,Yes
2765,Chemical,8.5,61.48,State Board,Hindi,Rajkot,Personal car,Below 5,No,3,Male,No,Both parents,5,Yes,Yes,No,Other,Yes,No,No,No,Yes,33.4,Undergraduate,No
2766,CSE,5.41,96.08,State Board,Marathi,Surat,Personal car,Above 20,Yes,5,Male,Yes,Both parents,5,Yes,Yes,Yes,Business,Yes,Yes,No,Yes,No,1.2,Postgraduate,No
2767,CSE,5.91,67.02,State Board,Marathi,Rajkot,University Bus,10-15,Yes,4,Male,Yes,Both parents,1,Yes,Yes,Yes,Business,Yes,No,No,Yes,No,35.3,Undergraduate,Yes
2768,FEHS,6.45,98.25,CBSE,Hindi,Surat,Public Transport,10-15,No,1,Other,No,Orphaned,4,No,No,No,Labour,Yes,No,Yes,No,Yes,9.4,Postgraduate,No
2769,CSE,9.26,56.64,State Board,English,Surat,University Bus,Below 5,No,5,Female,No,Both parents,1,Yes,No,Yes,Govt. Employee,No,Yes,No,No,No,34.0,High School,No
2770,FEHS,9.47,72.55,CBSE,Gujarati,Bharuch,Public Transport,10-15,No,5,Female,No,Orphaned,5,No,No,Yes,Govt. Employee,No,No,No,No,No,17.9,High School,Yes
2771,FEHS,7.57,60.67,ICSE,Gujarati,Ahmedabad,Personal car,Above 20,No,3,Other,Yes,Both parents,3,No,Yes,No,Labour,Yes,No,No,No,Yes,15.5,High School,No
2772,Chemical,6.3,50.06,ICSE,Marathi,Bharuch,Public Transport,Below 5,No,2,Male,Yes,Both parents,5,Yes,No,No,Govt. Employee,No,No,Yes,No,No,34.4,Postgraduate,Yes
2773,Chemical,5.33,74.91,State Board,English,Rajkot,University Bus,15-20,No,4,Female,No,Both parents,1,Yes,Yes,Yes,Labour,No,Yes,No,Yes,No,37.0,Postgraduate,Yes
2774,Chemical,8.16,69.19,CBSE,Hindi,Vadodara,Personal car,Above 20,Yes,1,Female,Yes,Both parents,3,No,Yes,No,Farmer,Yes,No,Yes,Yes,Yes,36.0,Undergraduate,Yes
2775,CSE,5.74,54.09,ICSE,English,Vadodara,University Bus,Below 5,Yes,4,Female,Yes,Both parents,4,Yes,No,No,Govt. Employee,Yes,Yes,Yes,Yes,No,44.8,Undergraduate,Yes
2776,CSE,7.74,79.35,ICSE,English,Ahmedabad,Personal car,10-15,Yes,5,Other,Yes,Both parents,1,Yes,Yes,Yes,Farmer,No,No,No,No,No,10.2,Postgraduate,No
2777,Chemical,6.91,69.14,CBSE,Gujarati,Surat,Personal car,10-15,No,2,Other,No,Single-parent,1,No,No,No,Farmer,Yes,Yes,Yes,No,No,44.5,High School,Yes
2778,CSE,6.87,73.96,ICSE,Gujarati,Vadodara,Personal bike,Above 20,No,2,Female,Yes,Both parents,1,No,No,Yes,Other,No,Yes,No,No,No,4.2,Undergraduate,No
2779,FEHS,6.96,98.74,State Board,Gujarati,Surat,University Bus,Below 5,No,4,Male,Yes,Single-parent,3,Yes,No,Yes,Govt. Employee,No,No,No,Yes,Yes,47.3,Postgraduate,No
2780,Chemical,7.24,74.82,CBSE,English,Vadodara,Public Transport,Below 5,Yes,1,Female,No,Orphaned,2,Yes,No,Yes,Labour,Yes,Yes,Yes,No,Yes,11.0,High School,No
2781,FEHS,9.15,93.35,State Board,Marathi,Ahmedabad,Personal car,15-20,Yes,4,Other,No,Both parents,5,Yes,No,Yes,Farmer,No,No,No,No,Yes,5.2,Postgraduate,No
2782,Chemical,5.49,68.56,ICSE,English,Surat,Public Transport,15-20,Yes,2,Male,No,Both parents,1,No,Yes,Yes,Govt. Employee,No,Yes,No,No,Yes,4.9,Postgraduate,No
2783,Chemical,6.31,80.11,CBSE,Marathi,Rajkot,Public Transport,Below 5,Yes,1,Male,Yes,Both parents,5,Yes,Yes,Yes,Business,Yes,No,Yes,Yes,No,19.8,Postgraduate,No
2784,FEHS,9.16,70.37,CBSE,Hindi,Rajkot,Personal bike,Above 20,Yes,5,Other,Yes,Both parents,5,No,Yes,No,Labour,Yes,Yes,Yes,No,Yes,3.2,Undergraduate,Yes
2785,FEHS,5.64,51.36,State Board,Hindi,Vadodara,University Bus,10-15,Yes,5,Female,Yes,Both parents,4,Yes,Yes,No,Business,Yes,No,No,Yes,Yes,2.4,Postgraduate,Yes
2786,BBA,5.03,97.13,ICSE,Marathi,Vadodara,Personal car,Below 5,No,1,Other,Yes,Single-parent,2,No,No,No,Other,Yes,Yes,No,Yes,No,10.2,High School,No
2787,CSE,5.52,89.93,ICSE,English,Ahmedabad,University Bus,5-10,Yes,5,Female,Yes,Single-parent,2,No,Yes,Yes,Business,No,Yes,Yes,No,Yes,40.4,Undergraduate,Yes
2788,CSE,6.69,80.0,CBSE,Gujarati,Vadodara,University Bus,15-20,No,2,Female,No,Both parents,1,No,Yes,Yes,Other,Yes,Yes,Yes,No,Yes,8.3,Postgraduate,Yes
2789,FEHS,8.94,58.61,ICSE,Marathi,Rajkot,Personal car,Above 20,Yes,3,Other,Yes,Both parents,5,Yes,No,No,Business,Yes,Yes,No,Yes,Yes,21.3,Undergraduate,Yes
2790,Chemical,5.81,62.61,State Board,Gujarati,Rajkot,Public Transport,15-20,Yes,1,Male,Yes,Orphaned,2,Yes,No,No,Govt. Employee,Yes,Yes,Yes,Yes,No,17.1,Undergraduate,Yes
2791,Chemical,6.26,66.0,CBSE,Gujarati,Rajkot,University Bus,10-15,Yes,4,Female,Yes,Orphaned,4,Yes,Yes,Yes,Other,Yes,Yes,No,No,Yes,36.4,High School,Yes
2792,BBA,7.42,72.98,CBSE,English,Rajkot,Personal bike,Above 20,No,4,Male,No,Both parents,2,Yes,Yes,Yes,Business,Yes,Yes,No,No,Yes,6.2,High School,No
2793,BBA,9.63,86.98,ICSE,Hindi,Surat,University Bus,15-20,No,3,Male,Yes,Orphaned,3,No,No,Yes,Farmer,Yes,Yes,Yes,Yes,No,36.1,Undergraduate,No
2794,Chemical,9.78,77.32,CBSE,English,Vadodara,Personal bike,Below 5,No,2,Male,No,Orphaned,4,No,Yes,No,Govt. Employee,Yes,Yes,Yes,Yes,Yes,47.5,Postgraduate,No
2795,FEHS,5.54,91.82,CBSE,Gujarati,Surat,Personal car,Above 20,Yes,2,Male,Yes,Orphaned,2,Yes,No,No,Labour,Yes,No,Yes,No,No,2.0,High School,Yes
2796,FEHS,6.46,59.08,CBSE,Hindi,Surat,Personal bike,15-20,No,3,Male,No,Orphaned,3,Yes,Yes,Yes,Other,Yes,Yes,Yes,No,Yes,18.1,High School,No
2797,CSE,7.08,65.59,State Board,Marathi,Ahmedabad,Public Transport,Above 20,Yes,3,Male,No,Both parents,2,Yes,No,No,Business,Yes,No,No,No,Yes,5.9,Postgraduate,Yes
2798,CSE,6.13,73.26,State Board,English,Surat,Personal car,15-20,Yes,1,Male,No,Both parents,3,Yes,No,No,Labour,Yes,No,Yes,Yes,Yes,8.2,Undergraduate,Yes
2799,Chemical,7.94,99.41,CBSE,Gujarati,Vadodara,Personal car,5-10,Yes,5,Other,Yes,Single-parent,4,No,No,No,Labour,No,No,No,No,Yes,22.9,High School,Yes
2800,CSE,6.6,59.79,State Board,Gujarati,Rajkot,Public Transport,10-15,No,2,Female,No,Orphaned,2,Yes,No,Yes,Business,No,No,No,Yes,Yes,26.1,Undergraduate,Yes
2801,Chemical,6.98,53.95,State Board,Marathi,Rajkot,Personal car,Below 5,No,5,Male,Yes,Single-parent,5,Yes,Yes,No,Govt. Employee,Yes,Yes,Yes,No,No,35.6,Postgraduate,Yes
2802,FEHS,5.84,60.82,ICSE,Gujarati,Vadodara,Personal bike,15-20,Yes,5,Female,Yes,Single-parent,4,No,No,No,Other,No,Yes,Yes,Yes,No,45.6,High School,Yes
2803,Chemical,6.91,69.39,State Board,Hindi,Rajkot,Public Transport,15-20,No,2,Male,Yes,Orphaned,3,Yes,No,Yes,Govt. Employee,Yes,Yes,No,Yes,Yes,33.2,Undergraduate,No
2804,FEHS,9.38,54.17,State Board,Hindi,Surat,Personal bike,15-20,Yes,4,Male,Yes,Both parents,4,Yes,No,No,Labour,Yes,Yes,No,No,Yes,2.0,Undergraduate,No
2805,BBA,5.49,88.38,State Board,Hindi,Vadodara,University Bus,Above 20,Yes,2,Female,No,Orphaned,2,No,No,No,Govt. Employee,Yes,Yes,No,No,Yes,29.9,Undergraduate,No
2806,Chemical,7.04,85.24,State Board,Gujarati,Bharuch,University Bus,10-15,No,4,Female,Yes,Orphaned,4,Yes,No,No,Govt. Employee,No,No,Yes,No,No,9.1,High School,Yes
2807,Chemical,7.94,71.35,CBSE,Hindi,Ahmedabad,Public Transport,Below 5,No,1,Male,No,Both parents,3,No,No,No,Business,Yes,Yes,No,No,Yes,17.3,Undergraduate,Yes
2808,BBA,7.15,90.9,State Board,Gujarati,Surat,University Bus,15-20,No,4,Female,Yes,Single-parent,3,No,No,No,Farmer,Yes,No,No,No,No,5.7,Undergraduate,Yes
2809,CSE,5.48,87.84,ICSE,Marathi,Rajkot,Personal bike,Above 20,Yes,2,Male,Yes,Orphaned,2,No,No,Yes,Govt. Employee,Yes,Yes,No,Yes,Yes,32.9,High School,No
2810,Chemical,5.99,86.25,ICSE,Gujarati,Bharuch,University Bus,Below 5,Yes,5,Male,Yes,Single-parent,5,No,Yes,Yes,Govt. Employee,Yes,No,No,Yes,No,12.4,High School,Yes
2811,Chemical,5.57,64.79,ICSE,English,Ahmedabad,Personal bike,10-15,Yes,1,Male,No,Orphaned,4,No,Yes,Yes,Business,Yes,No,Yes,No,Yes,25.1,Undergraduate,No
2812,FEHS,8.89,68.76,CBSE,Gujarati,Rajkot,University Bus,Below 5,No,5,Female,Yes,Single-parent,4,Yes,No,No,Labour,Yes,No,Yes,No,Yes,16.9,High School,Yes
2813,CSE,5.56,65.19,ICSE,Marathi,Rajkot,Public Transport,15-20,Yes,2,Female,Yes,Single-parent,2,Yes,Yes,No,Govt. Employee,No,No,Yes,Yes,Yes,9.0,Postgraduate,No
2814,CSE,8.37,53.3,State Board,English,Ahmedabad,Personal car,Below 5,No,2,Male,No,Both parents,4,Yes,Yes,Yes,Govt. Employee,Yes,No,No,Yes,Yes,38.9,Postgraduate,No
2815,CSE,7.69,90.88,State Board,Hindi,Surat,Personal bike,Below 5,No,1,Other,No,Orphaned,5,No,Yes,Yes,Labour,Yes,Yes,Yes,Yes,No,25.7,Postgraduate,No
2816,Chemical,7.09,65.5,ICSE,Gujarati,Ahmedabad,Personal car,5-10,Yes,3,Female,No,Single-parent,2,Yes,No,No,Labour,No,Yes,No,Yes,Yes,23.3,Undergraduate,Yes
2817,Chemical,9.44,95.49,State Board,Marathi,Surat,Public Transport,5-10,No,1,Female,Yes,Both parents,3,No,Yes,Yes,Business,No,Yes,Yes,Yes,Yes,13.2,Undergraduate,Yes
2818,FEHS,8.44,56.03,CBSE,Gujarati,Rajkot,Personal car,Above 20,Yes,5,Other,No,Single-parent,2,No,Yes,Yes,Business,No,Yes,Yes,Yes,Yes,43.0,High School,No
2819,CSE,9.61,85.56,ICSE,English,Vadodara,Public Transport,5-10,No,1,Other,Yes,Both parents,3,No,No,Yes,Govt. Employee,No,Yes,Yes,No,No,16.8,Undergraduate,No
2820,BBA,8.22,80.49,ICSE,Hindi,Bharuch,Personal car,Above 20,Yes,1,Male,No,Orphaned,4,Yes,Yes,No,Labour,No,No,Yes,No,Yes,12.5,High School,No
2821,CSE,8.71,92.14,State Board,Gujarati,Bharuch,Public Transport,Above 20,Yes,3,Male,No,Single-parent,4,Yes,No,Yes,Govt. Employee,Yes,Yes,No,No,Yes,21.3,High School,No
2822,CSE,9.2,93.52,State Board,Gujarati,Bharuch,Public Transport,5-10,No,2,Male,Yes,Orphaned,3,No,Yes,No,Other,Yes,No,No,No,No,2.7,High School,Yes
2823,Chemical,7.07,96.04,State Board,Gujarati,Rajkot,Personal bike,Below 5,Yes,5,Other,No,Both parents,5,No,Yes,No,Other,Yes,Yes,Yes,No,No,36.6,Undergraduate,No
2824,Chemical,9.4,50.27,CBSE,Marathi,Bharuch,Personal bike,Above 20,No,5,Other,Yes,Single-parent,5,Yes,No,Yes,Other,No,Yes,No,Yes,Yes,36.8,Postgraduate,No
2825,Chemical,5.04,99.44,State Board,Gujarati,Surat,Public Transport,Above 20,Yes,4,Female,Yes,Both parents,2,No,Yes,No,Farmer,No,No,Yes,No,No,43.3,High School,No
2826,FEHS,8.4,80.24,State Board,Gujarati,Bharuch,Public Transport,Above 20,Yes,4,Female,Yes,Orphaned,4,No,Yes,Yes,Business,No,No,No,Yes,Yes,3.0,High School,Yes
2827,FEHS,5.98,99.77,ICSE,English,Bharuch,Personal car,5-10,Yes,4,Male,Yes,Both parents,4,Yes,Yes,Yes,Labour,Yes,Yes,Yes,Yes,Yes,21.4,Undergraduate,No
2828,FEHS,6.01,86.08,CBSE,Hindi,Vadodara,University Bus,5-10,Yes,1,Other,No,Single-parent,5,No,Yes,Yes,Other,No,No,No,Yes,No,28.2,Postgraduate,No
2829,Chemical,7.09,62.47,CBSE,English,Surat,Personal bike,Below 5,No,2,Female,No,Orphaned,4,No,Yes,Yes,Farmer,No,Yes,No,No,No,36.9,Postgraduate,No
2830,CSE,8.86,62.01,ICSE,Hindi,Surat,Personal bike,Above 20,Yes,4,Male,No,Both parents,1,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,14.5,Postgraduate,No
2831,FEHS,7.38,67.59,CBSE,English,Ahmedabad,Personal car,5-10,Yes,3,Male,No,Single-parent,2,No,No,No,Other,No,Yes,No,No,Yes,44.3,Postgraduate,Yes
2832,Chemical,5.18,77.86,ICSE,Marathi,Vadodara,Personal car,Below 5,Yes,5,Female,No,Both parents,2,No,No,Yes,Other,Yes,No,Yes,No,Yes,39.2,High School,No
2833,BBA,7.35,71.85,ICSE,English,Vadodara,Personal car,15-20,Yes,4,Male,No,Orphaned,5,Yes,Yes,No,Business,Yes,Yes,Yes,No,No,29.5,Undergraduate,Yes
